doc_idxs,tokens,tags,clidxs,base_forms
ru-147,В октябре 2014 года Патриарх Московский и всея Руси Кирилл денту Пакистана,O O O O O O O O O B_PER O B_LOC,O O O O O O O O O B_PER-Kirill-The-Patriarch-of-Moscow-and-all-Ru O B_GPE-Pakistan,O O O O O O O O O Кирилл O Пакистан
ru-147,""" Казнь Асии Биби ько станет невосполнимой утратой для ее семьи , родных и близких , но и нанесет огромный урон мусульманско-христианскому диалогу , может стать толчком к усилению напряженности между христианами и мусульманами как в Пакистане",O O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_LOC,O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_GPE-Pakistan,O O Асия Биби O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O Пакистан
ru-147,"В феврале 2018 года родственники Биби имским , который назвал Биби",O O O O O B_PER O O O O B_PER,O O O O O B_PER-Asia-Bibi O O O O B_PER-Asia-Bibi,O O O O O Биби O O O O Биби
ru-147,"Сама Асия Биби ою книгу "" Заберите меня отсюда "" , опубликованную в 2012 году , включила текст письма , отправленного из тюрьмы родным .",O B_PER I_PER O O O O O O O O O O O O O O O O O O O O O O,O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O O O O O O O O O O O O O O O,O Асия Биби O O O O O O O O O O O O O O O O O O O O O O
ru-147,"В послании она просила их "" не терять мужество и веру в Иисуса Христа",O O O O O O O O O O O O B_PER I_PER,O O O O O O O O O O O O B_PER-Jesus-Christ I_PER-Jesus-Christ,O O O O O O O O O O O O Иисус Христос
ru-147,"По закону о богохульстве , действующему в Пакистане ка .",O O O O O O O B_LOC O O,O O O O O O O B_GPE-Pakistan O O,O O O O O O O Пакистан O O
ru-147,"Но в тюрьме убили не менее 20 человек , арестованных по этому обвинению .",O O O O O O O O O O O O O O,O O O O O O O O O O O O O O,O O O O O O O O O O O O O O
ru-147,"Кроме того , обвинения в кощунстве часто используют для сведения личных счетов и притеснения меньшинств .",O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
ru-1080,"Председатель Европейского Совета признал , что программа действий по выходу Великобритании по вопросам Brexit",O B_ORG I_ORG O O O O O O O B_LOC O O B_EVT,O B_ORG-European-Council I_ORG-European-Council O O O O O O O B_GPE-Great-Britain O O B_EVT-Brexit,O Европейский Совет O O O O O O O Великобритания O O Brexit
ru-1080,"Политики приходят и уходят , но проблемы , которые они создали для людей , остаются .",O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O
ru-1080,"Я могу только сожалеть , что идея Brexit",O O O O O O O B_EVT,O O O O O O O B_EVT-Brexit,O O O O O O O Brexit
ru-1080,Но кто знает ?,O O O O,O O O O,O O O O
ru-1080,написал Туск Twitter как бы допуская возможность отмены выхода Британии,O B_PER B_PRO O O O O O O B_LOC,O B_PER-Donald-Tusk B_PRO-Twitter O O O O O O B_GPE-Great-Britain,O Туск Twitter O O O O O O Британия
ru-1080,Ранее сегодня офис премьер-министра Соединенного Королевства внешнеполитического ведомства смягчения условий Brexit,O O O O B_LOC I_LOC B_ORG I_ORG O O B_EVT,O O O O B_GPE-Great-Britain I_GPE-Great-Britain B_ORG-Foreign-Office I_ORG-Foreign-Office O O B_EVT-Brexit,O O O O Соединенное Королевство внешнеполитическое ведомство O O Brexit
ru-1080,Он стал уже вторым министром в кабинете Мэй .,O O O O O O O B_PER O,O O O O O O O B_PER-Theresa-May O,O O O O O O O Мэй O
ru-1080,"Первым был , отказавшийся поддержать новую программу премьера по созданию зон свободной торговли с Евросоюзом",O O O O O O O O O O O O O O B_ORG,O O O O O O O O O O O O O O B_ORG-European-Union,O O O O O O O O O O O O O O Евросоюз
ru-1080,"До этого рабочим считался вариант , при котором Британия основаниях , определяемых правилами ВТО",O O O O O O O O B_LOC O O O O B_ORG,O O O O O O O O B_GPE-Great-Britain O O O O B_ORG-WTO-World-Trade-Organization,O O O O O O O O Британия O O O O ВТО
ru-1080,"Теперь же Тереза Мэй ама являвшаяся сторонницей жесткого варианта Brexit розила уволить всех министров , которые с ней не согласятся .",O O B_PER I_PER O O O O O B_EVT O O O O O O O O O O O,O O B_PER-Theresa-May I_PER-Theresa-May O O O O O B_EVT-Brexit O O O O O O O O O O O,O O Тереза Мэй O O O O O Brexit O O O O O O O O O O O
ru-92,вердикт в отношении христианки Асии Биби ворена к смерти по обвинению в оскорблении пророка Мухаммеда,O O O O B_PER I_PER O O O O O O O O B_PER,O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O O O O O O B_PER-Prophet-Muhammad,O O O O Асия Биби O O O O O O O O Мухаммед
ru-92,Об этом передает Би-би-си,O O O B_ORG,O O O B_ORG-BBC-Ltd,O O O Би-би-си
ru-92,"Скорее всего , после освобождения Асии Биби окинуть страну .",O O O O O B_PER I_PER O O O,O O O O O B_PER-Asia-Bibi I_PER-Asia-Bibi O O O,O O O O O Асия Биби O O O
ru-92,«Становится все труднее оставаться в Пакистане,O O O O O B_LOC,O O O O O B_GPE-Pakistan,O O O O O Пакистан
ru-92,"Сообщается , что радикальные исламисты уже сообщили , что готовы уничтожить Асию",O O O O O O O O O O O B_PER,O O O O O O O O O O O B_PER-Asia-Bibi,O O O O O O O O O O O Асия
ru-92,"В перерыве Биби у из той же бутылки , из которой пили ее напарницы .",O O B_PER O O O O O O O O O O O O,O O B_PER-Asia-Bibi O O O O O O O O O O O O,O O Биби O O O O O O O O O O O O
ru-92,"Ее попросили принести воды , однако некоторые мусульманки стали протестовать , утверждая , что от прикосновения христианки к кувшину вода может стать нечистой .",O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O
ru-92,"По утверждению обвинительницы , Биби верю в Иисуса Христа человечества » .",O O O O B_PER O O B_PER I_PER O O O,O O O O B_PER-Asia-Bibi O O B_PER-Jesus-Christ I_PER-Jesus-Christ O O O,O O O O Биби O O Иисус Христос O O O
ru-92,Здешние исламисты потребовали смертельной казни за оскорбление имени пророка Мухаммеда,O O O O O O O O O B_PER,O O O O O O O O O B_PER-Prophet-Muhammad,O O O O O O O O O Мухаммед
ru-92,Она отрицала все обвинения в собственный адрес .,O O O O O O O O,O O O O O O O O,O O O O O O O O
ru-92,"Мужу Биби терым ее детям приходили регулярные угрозы , а радикальные исламисты предлагали 500 000 рупий ( почти семь тысяч долларов ) за «голову Биби",O B_PER O O O O O O O O O O O O O O O O O O O O O O B_PER,O B_PER-Asia-Bibi O O O O O O O O O O O O O O O O O O O O O O B_PER-Asia-Bibi,O Биби O O O O O O O O O O O O O O O O O O O O O O Биби
ru-92,"Защитники прав человека считают , что власти Пакистана реследования религиозных меньшинств .",O O O O O O O B_LOC O O O O,O O O O O O O B_GPE-Pakistan O O O O,O O O O O O O Пакистан O O O O
